nx_id,lon,lat,hex_id,rx_idx
229511500,-96.2683524,30.1313855,89446d8f3afffff,504
229511524,-96.2620578,30.1335338,89446d8f333ffff,505
229513667,-96.267452,30.142674,89446d8c643ffff,506
229513689,-96.2621108,30.1430278,89446d8d597ffff,507
229514283,-96.2540722,30.1330094,89446d8f373ffff,508
229515083,-96.313934,30.151873,89446d8c543ffff,509
229517335,-96.308481,30.152284,89446d8c087ffff,510
229520488,-96.21339,30.073218,89446d8ab57ffff,511
229520627,-96.24976,30.161042,89446d8d567ffff,512
229520658,-96.251134,30.162444,89446d8d567ffff,513
229520693,-96.2550267,30.1613831,89446d8d52bffff,514
229521803,-96.252967,30.172327,89446d8d117ffff,515
229521846,-96.226842,30.14772,89446d8d46fffff,516
229522318,-96.2574791,30.174154,89446d8d1bbffff,517
229524440,-96.3196424,30.1777334,89446d8c10fffff,518
229525700,-96.284283,30.15792,89446d8c297ffff,519
229526305,-96.2993162,30.156405,89446d8c013ffff,520
229527008,-96.2812076,30.1627877,89446d8c2bbffff,521
311435544,-96.1827335,30.129828,89446d88b0bffff,522
311435579,-96.1375036,30.1296747,89446d89973ffff,523
1684243935,-96.2804157,30.1406194,89446d8c613ffff,524
1684243936,-96.2820173,30.1409907,89446d8c617ffff,525
1684243937,-96.2597721,30.1350253,89446d8f33bffff,526
1684243938,-96.2434365,30.133161,89446d8d4b3ffff,527
1846359036,-96.1824732,30.1294869,89446d88b1bffff,528
2339450512,-96.3335163,30.1367953,89446d8e32fffff,529
2339450513,-96.3334747,30.1365918,89446d8e32fffff,530
2339451639,-96.3305608,30.1371582,89446d8e32bffff,531
2339451640,-96.3258946,30.1377194,89446d8e367ffff,532
2339451644,-96.3055634,30.1398554,89446d8c43bffff,533
2339451645,-96.3055347,30.1396209,89446d8c43bffff,534
2545080209,-96.1975725,30.1288267,89446d88ba3ffff,535
2545087211,-96.2058205,30.1309726,89446d88963ffff,536
2545087214,-96.2057342,30.1311673,89446d88963ffff,537
2545087217,-96.2152862,30.1320369,89446d8892fffff,538
2545087219,-96.2153012,30.1322638,89446d8892fffff,539
2545087222,-96.2249066,30.1308345,89446d8d4cbffff,540
2545087233,-96.2249253,30.1310399,89446d8d4cbffff,541
2545087240,-96.2530141,30.1354588,89446d8f363ffff,542
2545087243,-96.2529884,30.1356773,89446d8f363ffff,543
3441316705,-96.253106,30.1411774,89446d8d59bffff,544
3441523374,-96.2988919,30.1401647,89446d8c473ffff,545
3441523384,-96.3006215,30.1452687,89446d8c467ffff,546
3441523385,-96.3004316,30.1453881,89446d8c467ffff,547
4462297476,-96.1858063,30.0408358,89446d88587ffff,548
4462297488,-96.1796855,30.0446669,89446d88517ffff,549
6012987846,-96.1980117,30.1150623,89446d88827ffff,550
6073350376,-96.321832,30.0467232,89446d81d3bffff,551
7241727647,-96.317826,30.1435467,89446d8c5c3ffff,552
7241727657,-96.3144165,30.1454372,89446d8c553ffff,553
7379269441,-96.2884744,30.1556462,89446d8c053ffff,554
7384791454,-96.2266134,30.1579361,89446d8d01bffff,555
7384791469,-96.2331424,30.1602145,89446d8d017ffff,556
8247028902,-96.2634708,30.174061,89446d8d1b7ffff,557
8247028910,-96.2574806,30.174329,89446d8d1a3ffff,558
8431531340,-96.1837726,30.1233115,89446d88bc7ffff,559
8527272792,-96.1375672,30.126595,89446d89973ffff,560
8581981208,-96.2340815,30.1300794,89446d8d48bffff,561
8595207685,-96.172852,30.0345105,89446d885d3ffff,562
8728598559,-96.2855163,30.1589452,89446d8c04bffff,563
8741473648,-96.2750934,30.135095,89446d8c6d7ffff,564
8901316967,-96.2656774,30.1785711,89446d8dcd3ffff,565
8901316986,-96.270007,30.1739222,89446d8c263ffff,566
10989705018,-96.2530955,30.1404019,89446d8f36fffff,567
11179616997,-96.2676457,30.1493211,89446d8d5b7ffff,568
11179617017,-96.2676156,30.142658,89446d8c643ffff,569
11179617018,-96.2693874,30.1490603,89446d8c67bffff,570
11179617024,-96.2685571,30.1480414,89446d8c64fffff,571
11179633319,-96.2610868,30.1719641,89446d8d1b3ffff,572
11179633331,-96.2571414,30.1722931,89446d8d1bbffff,573
11179651850,-96.2804884,30.1295283,89446d8f167ffff,574
11179651851,-96.2805952,30.1301829,89446d8f167ffff,575
11179651852,-96.281008,30.1301296,89446d8f167ffff,576
11179651880,-96.2772966,30.1346627,89446d8c6d7ffff,577
11179651881,-96.2779514,30.1337138,89446d8c6d7ffff,578
11179651886,-96.2769462,30.1344031,89446d8c6d7ffff,579
11179651887,-96.277037,30.1318341,89446d8f16fffff,580
11179651896,-96.2760988,30.1301339,89446d8f16fffff,581
12037965580,-96.2783585,30.1417824,89446d8c603ffff,582
12037965591,-96.2788445,30.1433807,89446d8c603ffff,583
12037965605,-96.2789859,30.1434975,89446d8c603ffff,584
12037965608,-96.2791322,30.1433655,89446d8c603ffff,585
12037965609,-96.2793781,30.1433583,89446d8c603ffff,586
12037965610,-96.277637,30.1445329,89446d8c603ffff,587
12037965622,-96.2776256,30.1430205,89446d8c603ffff,588
12037965623,-96.2783877,30.1433881,89446d8c603ffff,589
12037965624,-96.2778764,30.144531,89446d8c603ffff,590
12037965625,-96.2778541,30.1430152,89446d8c603ffff,591
12324838308,-96.327113,30.0471406,89446d81d37ffff,592
12486392959,-96.3254103,30.0888007,89446d8e6b7ffff,593
12486392970,-96.3237417,30.0814193,89446d8e44bffff,594
12537043680,-96.2376228,30.1214017,89446d8f22bffff,595
12537043764,-96.2307295,30.1234407,89446d8f26fffff,596
12544230485,-96.2361128,30.1218737,89446d8f277ffff,597
12544230486,-96.236629,30.1223812,89446d8f22bffff,598
12544230487,-96.2363281,30.1217442,89446d8f22bffff,599
12544230500,-96.2344521,30.1207249,89446d8f277ffff,600
12544250435,-96.2571359,30.146072,89446d8d58fffff,601
12544250455,-96.2534441,30.1462145,89446d8d58bffff,602
12544273801,-96.2359195,30.1209063,89446d8f277ffff,603
12544273802,-96.2362472,30.1204819,89446d8f277ffff,604
12544273803,-96.233705,30.1222058,89446d8f267ffff,605
12544273810,-96.2330985,30.1235347,89446d8f267ffff,606
