nx_id,lon,lat,hex_id,rx_idx
222163887,-96.33541,30.07954,89446d8e403ffff,118
222164083,-96.18457,30.04543,89446d885abffff,119
222166858,-96.31931,30.04166,89446d81d03ffff,120
222166938,-96.3276212,30.0483896,89446d81d37ffff,121
222170084,-96.18789,30.0543,89446d8aacbffff,122
222182919,-96.19948,30.05789,89446d8aa13ffff,123
222182982,-96.18666,30.06007,89446d8aa43ffff,124
222183926,-96.2089042,30.0359228,89446d8aebbffff,125
222183969,-96.2081845,30.0543737,89446d8a84bffff,126
222185480,-96.1605701,30.0354033,89446d88433ffff,127
222185589,-96.20015,30.0383,89446d8ae0bffff,128
222185593,-96.200345,30.038271,89446d8ae03ffff,129
222185618,-96.21275,30.03467,89446d8aeb3ffff,130
222185660,-96.2172648,30.0284511,89446d8ac43ffff,131
222195094,-96.200295,30.035551,89446d8ae1bffff,132
222198216,-96.28509,30.02785,89446d81c4bffff,133
222199256,-96.2888732,30.0959927,89446d8f517ffff,134
222203357,-96.19943,30.05723,89446d8aa13ffff,135
222203370,-96.19981,30.05771,89446d8aa13ffff,136
222207158,-96.1652063,30.0442524,89446d8855bffff,137
222215204,-96.15166,30.06149,89446d88077ffff,138
222215642,-96.32803,30.04783,89446d81d37ffff,139
222216224,-96.2374001,30.066978,89446d8a957ffff,140
229090120,-96.184103,30.12699,89446d88b1bffff,141
229090145,-96.1795266,30.1295624,89446d88b57ffff,142
229090754,-96.1376075,30.1294078,89446d89973ffff,143
229134615,-96.273699,30.135884,89446d8c6c3ffff,144
229134646,-96.273857,30.137589,89446d8c6c7ffff,145
229134807,-96.2711827,30.1575393,89446d8c2d7ffff,146
229134852,-96.2823009,30.158118,89446d8c297ffff,147
229134862,-96.284121,30.158301,89446d8c297ffff,148
229134934,-96.2907825,30.1604745,89446d8c047ffff,149
229135008,-96.302088,30.160705,89446d8c007ffff,150
229135026,-96.306276,30.161441,89446d8c033ffff,151
229135032,-96.307258,30.161655,89446d8c0afffff,152
229135105,-96.3202006,30.1643057,89446d8c1d7ffff,153
229135108,-96.32029,30.1642807,89446d8c1d7ffff,154
229135119,-96.32542,30.163012,89446d8c193ffff,155
229135124,-96.326133,30.162838,89446d8c193ffff,156
229135240,-96.335291,30.170398,89446d8c1b7ffff,157
229137056,-96.307102,30.16648,89446d8c027ffff,158
229137084,-96.307529,30.173788,89446d8c14bffff,159
229138665,-96.161802,30.193587,89446d12327ffff,160
229139232,-96.2564161,30.132962,89446d8f30fffff,161
229139239,-96.2565089,30.1331531,89446d8f30fffff,162
229143780,-96.182034,30.181198,89446d1213bffff,163
229143870,-96.172462,30.182094,89446d1217bffff,164
229145873,-96.257764,30.12738,89446d8f303ffff,165
229146071,-96.301991,30.159987,89446d8c007ffff,166
229147591,-96.268647,30.181471,89446d8dcd7ffff,167
229147628,-96.271232,30.181851,89446d8dc8bffff,168
229147649,-96.272637,30.182408,89446d8dc8bffff,169
229149493,-96.311324,30.15115,89446d8c54bffff,170
229149505,-96.311853,30.15147,89446d8c54bffff,171
229149513,-96.311842,30.151566,89446d8c54bffff,172
229149841,-96.244761,30.114756,89446d8f2abffff,173
229150612,-96.258485,30.097631,89446d8f0d7ffff,174
229150690,-96.256657,30.101837,89446d8f0cfffff,175
229152372,-96.213329,30.149427,89446d8d633ffff,176
229156798,-96.213366,30.093831,89446d88dc7ffff,177
229156818,-96.213566,30.095815,89446d88d1bffff,178
229159256,-96.273429,30.137763,89446d8c6cfffff,179
229159274,-96.274307,30.137537,89446d8c6c7ffff,180
229159788,-96.329096,30.113203,89446d8e067ffff,181
229159836,-96.328561,30.114578,89446d8e06fffff,182
229160222,-96.187415,30.154852,89446d125abffff,183
229160626,-96.330761,30.130784,89446d8e33bffff,184
229161234,-96.246755,30.087654,89446d8f6bbffff,185
229161277,-96.247297,30.091181,89446d8f6abffff,186
229163410,-96.235303,30.174318,89446d8d15bffff,187
229166426,-96.304472,30.115924,89446d8e273ffff,188
229166572,-96.2597385,30.134823,89446d8f33bffff,189
229167806,-96.275333,30.138455,89446d8c6c7ffff,190
229171816,-96.273165,30.163172,89446d8c213ffff,191
229171827,-96.273102,30.162892,89446d8c213ffff,192
229171830,-96.272943,30.162612,89446d8c2c7ffff,193
229172450,-96.2635219,30.1102835,89446d8f03bffff,194
229174670,-96.27624,30.116917,89446d8f1cfffff,195
229175131,-96.3108498,30.1394144,89446d8c433ffff,196
229175195,-96.308623,30.146759,89446d8c42fffff,197
229177899,-96.273816,30.137911,89446d8c6c7ffff,198
229177901,-96.273827,30.138141,89446d8c6c7ffff,199
229179288,-96.31645,30.188321,89446d8ce8bffff,200
229179942,-96.2445047,30.1697047,89446d8d1cfffff,201
229179976,-96.301922,30.156596,89446d8c017ffff,202
229180321,-96.236278,30.164116,89446d8d033ffff,203
229181010,-96.23735,30.169371,89446d8d027ffff,204
229181048,-96.239525,30.16948,89446d8d1cbffff,205
229181091,-96.240165,30.171119,89446d8d153ffff,206
229181107,-96.241655,30.169331,89446d8d1cbffff,207
229181125,-96.241568,30.168955,89446d8d1cbffff,208
229181373,-96.3210816,30.1709181,89446d8c113ffff,209
229183608,-96.245586,30.088132,89446d8f6bbffff,210
229183728,-96.24294,30.089109,89446d8f617ffff,211
229189802,-96.19008,30.174761,89446d121b3ffff,212
229189883,-96.18738,30.192684,89446d12c4bffff,213
229190641,-96.217788,30.134777,89446d8d45bffff,214
229190646,-96.217825,30.134295,89446d8d45bffff,215
229196165,-96.246001,30.164937,89446d8d1d3ffff,216
229198547,-96.2954186,30.140678,89446d8c47bffff,217
229199122,-96.326803,30.159536,89446d8c52bffff,218
229200216,-96.196722,30.12874,89446d88ba3ffff,219
229200270,-96.193921,30.130565,89446d88babffff,220
229200312,-96.230149,30.131205,89446d8d4c7ffff,221
229200320,-96.230237,30.129382,89446d8d4d7ffff,222
229200376,-96.308935,30.150186,89446d8c097ffff,223
229200378,-96.30895,30.15001,89446d8c097ffff,224
229201458,-96.230717,30.091035,89446d8f643ffff,225
229201484,-96.230749,30.091618,89446d8f643ffff,226
229202525,-96.3126,30.151689,89446d8c54bffff,227
229204240,-96.3021115,30.1529432,89446d8c08fffff,228
229204959,-96.246991,30.171112,89446d8d1c7ffff,229
229205043,-96.247392,30.173918,89446d8d11bffff,230
229210966,-96.301201,30.155296,89446d8c013ffff,231
229211467,-96.185381,30.12507,89446d88bc7ffff,232
229211483,-96.185021,30.125744,89446d88bc7ffff,233
229211486,-96.185002,30.125864,89446d88bc7ffff,234
229211501,-96.184902,30.125757,89446d88bc7ffff,235
229215182,-96.198903,30.128932,89446d88bb7ffff,236
229215185,-96.198822,30.129128,89446d88bb7ffff,237
229215397,-96.219491,30.131518,89446d88927ffff,238
229215401,-96.219476,30.131297,89446d88927ffff,239
229216255,-96.2131295,30.0929938,89446d88dc7ffff,240
229216267,-96.213286,30.093853,89446d88dc7ffff,241
229216617,-96.18575,30.091989,89446d88c6bffff,242
229216628,-96.185764,30.094218,89446d88c6bffff,243
229225500,-96.2433654,30.1333786,89446d8d4b3ffff,244
229225785,-96.308762,30.151142,89446d8c54bffff,245
229225807,-96.3075693,30.151193,89446d8c087ffff,246
229233201,-96.19709,30.09179,89446d88c2bffff,247
229233211,-96.197276,30.093456,89446d88c2bffff,248
229234700,-96.325464,30.113805,89446d8e06fffff,249
229234705,-96.325394,30.114285,89446d8e06fffff,250
229234837,-96.322565,30.114278,89446d8e3d3ffff,251
229234841,-96.322613,30.114492,89446d8e3d3ffff,252
229235858,-96.283637,30.141552,89446d8c6bbffff,253
229235862,-96.2836793,30.1413196,89446d8c6bbffff,254
229236346,-96.234719,30.090302,89446d8f657ffff,255
229236383,-96.233963,30.088519,89446d8f657ffff,256
229236555,-96.214099,30.093663,89446d88dc7ffff,257
229236573,-96.214116,30.094332,89446d88dc7ffff,258
229238555,-96.291338,30.17755,89446d8c3cfffff,259
229239224,-96.303127,30.112708,89446d8e20bffff,260
229239235,-96.302211,30.112836,89446d8e20bffff,261
229242781,-96.269305,30.135843,89446d8c6cbffff,262
229242818,-96.270343,30.136583,89446d8c6cbffff,263
229242823,-96.270278,30.136781,89446d8c6cbffff,264
229243488,-96.303097,30.168613,89446d8c02fffff,265
229245081,-96.200322,30.101775,89446d888b3ffff,266
229245095,-96.198029,30.101784,89446d88887ffff,267
229249588,-96.272808,30.116101,89446d8f153ffff,268
229249594,-96.272815,30.116287,89446d8f153ffff,269
229250768,-96.185755,30.099216,89446d888c3ffff,270
229250829,-96.195534,30.099221,89446d88883ffff,271
229250909,-96.195646,30.097481,89446d88893ffff,272
229250969,-96.200238,30.099023,89446d88d4bffff,273
229251919,-96.280508,30.140433,89446d8c613ffff,274
229251936,-96.2621323,30.1404392,89446d8f32fffff,275
229252030,-96.264504,30.137674,89446d8f327ffff,276
229252170,-96.257115,30.094548,89446d8f0d3ffff,277
229252183,-96.256446,30.094854,89446d8f0d3ffff,278
229255090,-96.253871,30.171627,89446d8d18fffff,279
229255135,-96.255409,30.171698,89446d8d1bbffff,280
229256310,-96.27256,30.116263,89446d8f153ffff,281
229257750,-96.239607,30.16894,89446d8d1cbffff,282
229257764,-96.238626,30.168758,89446d8d1cbffff,283
229258360,-96.187782,30.174807,89446d121a3ffff,284
229267091,-96.21575,30.093417,89446d88d8bffff,285
229267102,-96.21613,30.094709,89446d88d13ffff,286
229268677,-96.229244,30.1959117,89446d12d97ffff,287
229270254,-96.2613017,30.1346338,89446d8f33bffff,288
229274278,-96.301841,30.165061,89446d8c03bffff,289
229274285,-96.302265,30.164463,89446d8c03bffff,290
229274289,-96.302283,30.164375,89446d8c03bffff,291
229280032,-96.205479,30.126042,89446d88973ffff,292
229280078,-96.204874,30.128556,89446d8897bffff,293
229280082,-96.204911,30.128759,89446d8897bffff,294
229280187,-96.2397138,30.1319536,89446d8d487ffff,295
229280225,-96.237289,30.129767,89446d8d483ffff,296
229280241,-96.236661,30.129446,89446d8d483ffff,297
229280243,-96.236482,30.129374,89446d8d483ffff,298
229280285,-96.235367,30.126965,89446d8d49bffff,299
229280384,-96.23075,30.127,89446d8d4d7ffff,300
229281437,-96.238205,30.126282,89446d8d493ffff,301
229281740,-96.261345,30.104133,89446d8f003ffff,302
229281759,-96.259227,30.104743,89446d8f003ffff,303
229287376,-96.268131,30.131417,89446d8f3afffff,304
229287465,-96.215404,30.132024,89446d8892fffff,305
229297171,-96.2277262,30.1477375,89446d8d46fffff,306
229297174,-96.2278764,30.148417,89446d8d46fffff,307
229298560,-96.222746,30.092889,89446d88d87ffff,308
229298570,-96.222324,30.092511,89446d88d87ffff,309
229299013,-96.308163,30.166991,89446d8c027ffff,310
229307303,-96.316938,30.193933,89446d8ce13ffff,311
229307321,-96.317053,30.193541,89446d8ce13ffff,312
229311530,-96.170326,30.091588,89446d88e03ffff,313
229311559,-96.170534,30.092416,89446d88e03ffff,314
229312496,-96.226734,30.143979,89446d8d463ffff,315
229312513,-96.228245,30.143982,89446d8d463ffff,316
229314340,-96.197625,30.091779,89446d88c2bffff,317
229314354,-96.197625,30.093189,89446d88c2bffff,318
229315597,-96.273759,30.186618,89446d8dc8fffff,319
229316591,-96.282486,30.15703,89446d8c297ffff,320
229317121,-96.202755,30.128793,89446d8897bffff,321
229318142,-96.239642,30.132371,89446d8d487ffff,322
229318902,-96.30398,30.168018,89446d8c02fffff,323
229319736,-96.195258,30.097499,89446d88893ffff,324
229321184,-96.177492,30.175198,89446d12103ffff,325
229321231,-96.189038,30.174862,89446d121a3ffff,326
229324941,-96.230417,30.182343,89446d8d3abffff,327
229325041,-96.225442,30.182775,89446d8d303ffff,328
229325269,-96.23349,30.090514,89446d8f657ffff,329
229325304,-96.234695,30.093111,89446d8f647ffff,330
229327407,-96.306561,30.161143,89446d8c033ffff,331
229329397,-96.325846,30.137473,89446d8e367ffff,332
229329566,-96.301387,30.164792,89446d8c03bffff,333
229333912,-96.2547672,30.1330414,89446d8f373ffff,334
229333916,-96.2548449,30.132622,89446d8f373ffff,335
229335203,-96.236545,30.175032,89446d8d14bffff,336
229336251,-96.302127,30.165207,89446d8c03bffff,337
229336639,-96.2505802,30.13277,89446d8f37bffff,338
229336654,-96.2504011,30.135046,89446d8f37bffff,339
229341603,-96.3003713,30.1451489,89446d8c467ffff,340
229343238,-96.224784,30.103637,89446d88d37ffff,341
229343249,-96.225574,30.10364,89446d88d37ffff,342
229346614,-96.294242,30.189365,89446d8c377ffff,343
229346632,-96.2938794,30.1889308,89446d8c377ffff,344
229351220,-96.2613298,30.1348105,89446d8f33bffff,345
229351981,-96.2522469,30.140425,89446d8f36fffff,346
229352916,-96.303191,30.113256,89446d8e20bffff,347
229359979,-96.3047559,30.1489678,89446d8c083ffff,348
229364829,-96.196349,30.100381,89446d88883ffff,349
229364985,-96.163024,30.097875,89446d88e7bffff,350
229365017,-96.159652,30.100463,89446d88e6bffff,351
229366857,-96.237057,30.129389,89446d8d483ffff,352
229366868,-96.238754,30.128985,89446d8d483ffff,353
229366998,-96.205474,30.130868,89446d88963ffff,354
229367019,-96.20471,30.1287,89446d8897bffff,355
229368951,-96.211997,30.07852,89446d8ab47ffff,356
229368976,-96.211912,30.079408,89446d8ab47ffff,357
229369726,-96.2639404,30.1321481,89446d8f333ffff,358
229376091,-96.311654,30.147607,89446d8c55bffff,359
229376098,-96.31255,30.147522,89446d8c55bffff,360
229376659,-96.218672,30.10494,89446d88d3bffff,361
229376691,-96.217442,30.103945,89446d88d3bffff,362
229377474,-96.222944,30.093804,89446d88d87ffff,363
229377487,-96.223561,30.09371,89446d88d87ffff,364
229380065,-96.258008,30.193821,89446d8dc4fffff,365
229380251,-96.255882,30.1913435,89446d8dc4bffff,366
229386599,-96.223586,30.163183,89446d8d073ffff,367
229387214,-96.234405,30.13195,89446d8d48fffff,368
229387225,-96.234499,30.135527,89446d8d417ffff,369
229387414,-96.215324,30.140611,89446d8d687ffff,370
229391864,-96.224744,30.103424,89446d88dafffff,371
229391870,-96.22536,30.103375,89446d88dafffff,372
229392020,-96.224489,30.101894,89446d88dafffff,373
229392040,-96.226327,30.101951,89446d88dafffff,374
229393572,-96.227483,30.195876,89446d12d93ffff,375
229393589,-96.227447,30.19785,89446d12d97ffff,376
229402996,-96.2259245,30.164795,89446d8d073ffff,377
229406332,-96.3074472,30.1490702,89446d8c097ffff,378
229406345,-96.3077157,30.150151,89446d8c097ffff,379
229407343,-96.266591,30.125488,89446d8f3b3ffff,380
229407347,-96.266174,30.125554,89446d8f3b3ffff,381
229409269,-96.289131,30.19157,89446d8c36fffff,382
229409292,-96.290127,30.191219,89446d8c36fffff,383
229413127,-96.281025,30.101721,89446d8f573ffff,384
229413153,-96.282031,30.104623,89446d8f563ffff,385
229413396,-96.2621131,30.1334041,89446d8f333ffff,386
229415202,-96.306858,30.186819,89446d8cedbffff,387
229415220,-96.307674,30.185657,89446d8cedbffff,388
229417697,-96.313993,30.190915,89446d8cec7ffff,389
229419241,-96.20878,30.106491,89446d88d63ffff,390
229419269,-96.209189,30.115135,89446d889c7ffff,391
229419438,-96.22643,30.130788,89446d8d4c3ffff,392
229419439,-96.226438,30.131012,89446d8d4cfffff,393
229421880,-96.203167,30.088928,89446d88c37ffff,394
229421931,-96.200186,30.091752,89446d88c23ffff,395
229421953,-96.200179,30.095998,89446d88c2fffff,396
229422076,-96.2249238,30.1039064,89446d88d37ffff,397
229422388,-96.2515792,30.1328464,89446d8f373ffff,398
229423165,-96.3032909,30.1492284,89446d8c083ffff,399
229423217,-96.3011819,30.1482769,89446d8c09bffff,400
229424479,-96.219534,30.131745,89446d88927ffff,401
229424498,-96.219576,30.134704,89446d8d45bffff,402
229424651,-96.3156379,30.1318307,89446d8c4b3ffff,403
229426338,-96.2535378,30.1403899,89446d8f36fffff,404
229426347,-96.2535324,30.1411252,89446d8d59bffff,405
229426463,-96.252718,30.169056,89446d8d18fffff,406
229426580,-96.2569585,30.1712914,89446d8d1bbffff,407
229427600,-96.2570307,30.1331861,89446d8f30fffff,408
229429067,-96.2554958,30.1403598,89446d8d59bffff,409
229429070,-96.2571561,30.1403551,89446d8d593ffff,410
229429414,-96.329912,30.15398,89446d8c533ffff,411
229429835,-96.2580491,30.1432407,89446d8d583ffff,412
229430544,-96.211006,30.078504,89446d8ab47ffff,413
229432976,-96.299878,30.1477292,89446d8c09bffff,414
229433156,-96.3010322,30.155307,89446d8c013ffff,415
229433202,-96.2528773,30.1419968,89446d8d5d7ffff,416
229433219,-96.2571674,30.1421593,89446d8d583ffff,417
229434748,-96.2604881,30.1431252,89446d8d597ffff,418
229434754,-96.2571634,30.14322,89446d8d583ffff,419
229434769,-96.2529095,30.1432632,89446d8d5d7ffff,420
229434783,-96.2525004,30.1433263,89446d8d5d7ffff,421
229436754,-96.249211,30.142361,89446d8d5d3ffff,422
229437479,-96.300703,30.151252,89446d8c08bffff,423
229437499,-96.3024131,30.1517506,89446d8c08bffff,424
229441358,-96.249259,30.1434929,89446d8d5c3ffff,425
229443222,-96.3305205,30.1369328,89446d8e32bffff,426
229443238,-96.3171294,30.1385275,89446d8c4a7ffff,427
229443309,-96.2954027,30.1404457,89446d8c47bffff,428
229443384,-96.269327,30.136191,89446d8c6cbffff,429
229443423,-96.2642707,30.1346798,89446d8f337ffff,430
229443457,-96.2570826,30.1351879,89446d8f377ffff,431
229443725,-96.197671,30.128585,89446d88ba3ffff,432
229443760,-96.191842,30.128675,89446d88b17ffff,433
229444038,-96.3171565,30.1387553,89446d8c5d3ffff,434
229444106,-96.298925,30.140378,89446d8c473ffff,435
229444116,-96.297837,30.140476,89446d8c473ffff,436
229444188,-96.2819082,30.141194,89446d8c617ffff,437
229444232,-96.269289,30.136412,89446d8c6cbffff,438
229444293,-96.2642546,30.1348894,89446d8f337ffff,439
229444339,-96.2570859,30.1353828,89446d8f377ffff,440
229444428,-96.239604,30.132589,89446d8d487ffff,441
229444637,-96.1919726,30.12901,89446d88b17ffff,442
229448369,-96.2567881,30.151601,89446d8d517ffff,443
229448401,-96.2574669,30.1505102,89446d8d517ffff,444
229448563,-96.2566215,30.1785475,89446d8d133ffff,445
229450105,-96.2405955,30.1477328,89446d8d427ffff,446
229450221,-96.239969,30.163812,89446d8d1dbffff,447
229451613,-96.251881,30.167221,89446d8d18bffff,448
229451664,-96.2489884,30.1681119,89446d8d18bffff,449
229451803,-96.241287,30.173412,89446d8d157ffff,450
229451851,-96.238876,30.173451,89446d8d143ffff,451
229452177,-96.242302,30.165816,89446d8d1dbffff,452
229456590,-96.2265891,30.1642923,89446d8d00fffff,453
229458004,-96.3137793,30.1340151,89446d8c4a3ffff,454
229458881,-96.3006574,30.1462026,89446d8c467ffff,455
229458907,-96.2984384,30.1416518,89446d8c463ffff,456
229458959,-96.2984868,30.1415233,89446d8c463ffff,457
229458977,-96.3006931,30.145238,89446d8c467ffff,458
229459013,-96.3001956,30.1465947,89446d8c09bffff,459
229459017,-96.2998163,30.1479177,89446d8c09bffff,460
229459116,-96.302756,30.1551842,89446d8c08fffff,461
229459227,-96.2969951,30.160916,89446d8c00fffff,462
229459275,-96.24254,30.176251,89446d8d147ffff,463
229459299,-96.242746,30.17468,89446d8d157ffff,464
229460024,-96.2570919,30.1341118,89446d8f377ffff,465
229464205,-96.3049249,30.1518768,89446d8c083ffff,466
229465725,-96.260786,30.140416,89446d8f32fffff,467
229466407,-96.2571654,30.141126,89446d8d593ffff,468
229466443,-96.285569,30.194172,89446d8ddd3ffff,469
229469196,-96.310959,30.151534,89446d8c54bffff,470
229469550,-96.184986,30.091968,89446d88c6bffff,471
229474937,-96.215975,30.134894,89446d8d697ffff,472
229476011,-96.237155,30.175379,89446d8d14bffff,473
229476266,-96.252574,30.169804,89446d8d18fffff,474
229476285,-96.2512143,30.163689,89446d8d19bffff,475
229480146,-96.221005,30.092541,89446d88d87ffff,476
229480162,-96.222916,30.093673,89446d88d87ffff,477
229482367,-96.2419724,30.1702484,89446d8d1cfffff,478
229482442,-96.2442817,30.1684673,89446d8d1c3ffff,479
229485555,-96.299341,30.155382,89446d8c013ffff,480
229485576,-96.3040919,30.155093,89446d8c08fffff,481
229485585,-96.311189,30.147652,89446d8c55bffff,482
229485602,-96.310722,30.1484,89446d8c55bffff,483
229488336,-96.2548172,30.139766,89446d8f367ffff,484
229490052,-96.2570855,30.1360132,89446d8f377ffff,485
229490057,-96.257697,30.1360175,89446d8f377ffff,486
229491233,-96.308397,30.148076,89446d8c097ffff,487
229495662,-96.2986655,30.144442,89446d8c463ffff,488
229495669,-96.297419,30.144485,89446d8c46fffff,489
229497918,-96.312527,30.117004,89446d8e233ffff,490
229498010,-96.3122261,30.1241982,89446d8e22fffff,491
229498734,-96.2285639,30.1477864,89446d8d46fffff,492
229498847,-96.2491598,30.1448822,89446d8d5c3ffff,493
229500256,-96.304005,30.15837,89446d8c017ffff,494
229501191,-96.250815,30.1965815,89446d8de17ffff,495
229503100,-96.26642,30.124293,89446d8f3b3ffff,496
229506199,-96.303545,30.105781,89446d8e2c7ffff,497
229506286,-96.296985,30.114739,89446d8e24fffff,498
229506379,-96.293345,30.127318,89446d8c4cbffff,499
229509082,-96.255425,30.086419,89446d8f44fffff,500
229509223,-96.222689,30.092293,89446d88d87ffff,501
229510263,-96.3070951,30.1486802,89446d8c097ffff,502
229511156,-96.309708,30.1512,89446d8c54bffff,503
