timestamp,vehicle_id,energy_delivered,charge_duration_minutes,total_depot_energy,chargers_in_use,vehicles_queued,energy_cost,datetime
51264.51490461766,97,61.06450529008937,14.65548126962145,61.06450529008937,4,0,9.922982109639523,2025-01-16 14:14:24.514905
51342.21600873312,5,60.92328849148997,14.621589237957592,121.98779378157934,3,0,9.90003437986712,2025-01-16 14:15:42.216009
51626.75564020359,62,60.707666172928015,14.569839881502723,182.69545995450736,2,0,9.864995753100803,2025-01-16 14:20:26.755640
52048.09772329976,35,61.015227769182694,14.643654664603847,243.71068772369006,2,0,9.914974512492188,2025-01-16 14:27:28.097723
52551.13202312938,91,61.24492521557166,14.698782051737199,304.9556129392617,5,0,9.952300347530395,2025-01-16 14:35:51.132023
53000.17483198601,95,61.788236937533796,14.829176865008112,366.7438498767955,5,6,10.040588502349243,2025-01-16 14:43:20.174832
53149.53401218677,81,61.20678007104338,14.689627217050411,427.9506299478389,5,8,9.94610176154455,2025-01-16 14:45:49.534012
53349.19840764127,14,60.35575453133604,14.485381087520652,488.30638447917494,5,9,9.807810111342107,2025-01-16 14:49:09.198408
53445.51401959287,41,62.92144226788125,15.101146144291501,551.2278267470562,5,9,10.224734368530703,2025-01-16 14:50:45.514020
53557.82245991383,28,61.3722329432701,14.729335906384824,612.6000596903262,5,9,9.972987853281392,2025-01-16 14:52:37.822460
53914.875358398174,61,63.520869889733525,15.245008773536048,676.1209295800597,5,14,10.322141357081698,2025-01-16 14:58:34.875358
54039.63426553823,50,61.812517593851624,14.83500422252439,737.9334471739114,5,14,10.044534109000889,2025-01-16 15:00:39.634266
54228.95746010467,66,61.09437864329165,14.662650874389994,799.027825817203,5,18,9.927836529534893,2025-01-16 15:03:48.957460
54340.166787584836,89,62.128664443886365,14.910879466532728,861.1564902610894,5,21,10.095907972131535,2025-01-16 15:05:40.166788
54457.08182081413,65,62.44856672918783,14.98765601500508,923.6050569902773,5,22,10.147892093493024,2025-01-16 15:07:37.081821
54800.40304348436,69,61.49497813098496,14.758794751436392,985.1000351212622,5,32,9.992933946285056,2025-01-16 15:13:20.403043
54935.74814677055,80,62.23013064113337,14.935231353872009,1047.3301657623956,5,32,10.112396229184172,2025-01-16 15:15:35.748147
55105.30797436484,42,60.85767460140064,14.605841904336152,1108.1878403637963,5,36,9.889372122727604,2025-01-16 15:18:25.307974
55221.158069311015,46,61.17995011987378,14.683188028769708,1169.3677904836702,5,39,9.94174189447949,2025-01-16 15:20:21.158069
55348.82705934372,71,61.92675267566618,14.862420642159883,1231.2945431593364,5,41,10.063097309795754,2025-01-16 15:22:28.827059
55718.11241752677,64,63.72981764183426,15.295156234040222,1295.0243608011706,5,50,10.356095366798067,2025-01-16 15:28:38.112418
55823.739276421664,33,61.66605067021597,14.799852160851831,1356.6904114713866,5,51,10.020733233910095,2025-01-16 15:30:23.739276
56005.082700494444,45,62.48435598122239,14.996245435493375,1419.174767452609,5,53,10.15370784694864,2025-01-16 15:33:25.082700
56101.37580106531,49,61.12623137182588,14.67029552923821,1480.300998824435,5,52,9.933012597921707,2025-01-16 15:35:01.375801
56235.633489615255,70,61.583779879968006,14.780107171192322,1541.884778704403,5,54,10.007364230494801,2025-01-16 15:37:15.633490
56606.451686201995,48,61.69022699133504,14.805654477920408,1603.5750056957381,5,55,10.024661886091945,2025-01-16 15:43:26.451686
56721.18076401762,13,62.32232552749674,14.957358126599217,1665.897331223235,5,57,10.12737789821822,2025-01-16 15:45:21.180764
56880.44352560819,24,60.788946188454645,14.589347085229114,1726.6862774116896,5,59,9.87820375562388,2025-01-16 15:48:00.443526
56981.441152191364,2,61.11564938375382,14.667755852100917,1787.8019267954435,5,59,9.931293024859995,2025-01-16 15:49:41.441152
57129.22212023855,84,62.05476601550627,14.893143843721504,1849.8566928109497,5,59,10.083899477519768,2025-01-16 15:52:09.222120
57506.15065007473,40,62.479094713384335,14.994982731212241,1912.335787524334,5,59,10.152852890924954,2025-01-16 15:58:26.150650
57631.75913472375,56,63.23460907681455,15.176306178435492,1975.5703966011486,5,60,10.275623974982365,2025-01-16 16:00:31.759135
57790.99313286309,53,63.23261161492343,15.175826787581622,2038.803008216072,5,59,10.275299387425058,2025-01-16 16:03:10.993133
57879.51745512047,22,62.366409925632084,14.967938382151699,2101.169418141704,5,58,10.134541612915214,2025-01-16 16:04:39.517455
58012.682019307744,9,61.35138187980546,14.72433165115331,2162.52080002151,5,58,9.969599555468386,2025-01-16 16:06:52.682019
58409.6613714835,23,62.743800097831404,15.058512023479535,2225.264600119341,5,60,10.195867515897604,2025-01-16 16:13:29.661371
58545.39671358185,17,63.447054087368706,15.22729298096849,2288.7116542067097,5,59,10.310146289197416,2025-01-16 16:15:45.396714
