timestamp,vehicle_id,energy_delivered,charge_duration_minutes,total_depot_energy,chargers_in_use,vehicles_queued,energy_cost,datetime
58666.78601855826,74,60.818950395497794,14.596548094919472,2349.5306046022074,5,58,9.883079439268391,2025-01-16 16:17:46.786019
58769.20430428037,37,61.78380896943765,14.828114152665036,2411.314413571645,5,57,10.039868957533619,2025-01-16 16:19:29.204304
58933.170337858784,68,63.92279989937802,15.341471975850725,2475.237213471023,5,56,10.38745498364893,2025-01-16 16:22:13.170338
59304.44694900497,31,62.13788732787996,14.913092958691191,2537.375100798903,5,55,10.097406690780494,2025-01-16 16:28:24.446949
59454.63641281298,0,63.14164577993909,15.153994987185383,2600.5167465788422,5,54,10.260517439240102,2025-01-16 16:30:54.636413
59568.58875979382,29,62.62519036358047,15.030045687259312,2663.1419369424225,5,53,10.176593434081827,2025-01-16 16:32:48.588760
59680.99033299704,3,63.31847421643519,15.196433811944445,2726.460411158858,5,52,10.28925206017072,2025-01-16 16:34:40.990333
59839.290786670215,78,62.92503116746039,15.102007480190492,2789.3854423263183,5,51,10.225317564712313,2025-01-16 16:37:19.290787
60211.70539792055,67,63.00405895247144,15.120974148593145,2852.38950127879,5,50,10.238159579776609,2025-01-16 16:43:31.705398
60341.299784271425,21,61.57384524017004,14.777722857640809,2913.96334651896,5,49,10.005749851527632,2025-01-16 16:45:41.299784
60469.965654213825,63,62.59561766805582,15.022948240333399,2976.5589641870156,5,48,10.171787871059072,2025-01-16 16:47:49.965654
60600.981151542524,90,63.88825128788081,15.333180309091395,3040.4472154748964,5,47,10.381840834280633,2025-01-16 16:50:00.981152
60729.30054069519,93,61.80623291840124,14.833495900416297,3102.2534483932977,5,46,10.043512849240201,2025-01-16 16:52:09.300541
61102.99590069936,20,61.89517380408404,14.85484171298017,3164.148622197382,5,45,10.057965743163656,2025-01-16 16:58:22.995901
61239.6491244053,6,62.38537084263021,14.972489002231251,3226.5339930400123,5,44,10.137622761927409,2025-01-16 17:00:39.649124
61373.04754726634,94,62.714020350869,15.051364884208558,3289.248013390881,5,43,10.191028307016213,2025-01-16 17:02:53.047547
61500.8785850725,52,62.4928773284708,14.998290558832991,3351.740890719352,5,42,10.155092565876505,2025-01-16 17:05:00.878585
61638.49467671374,16,63.13848166795442,15.153235600309062,3414.8793723873064,5,41,10.260003271042594,2025-01-16 17:07:18.494677
62028.19102609517,34,64.24966148582011,15.419918756596825,3479.1290338731264,5,40,10.440569991445768,2025-01-16 17:13:48.191026
62133.59217615144,58,62.07937859348196,14.89905086243567,3541.2084124666085,5,39,10.087899021440819,2025-01-16 17:15:33.592176
62288.02645512084,43,63.5402019343403,15.249648464241675,3604.748614400949,5,38,10.325282814330299,2025-01-16 17:18:08.026455
62424.37476928657,57,64.1316794593105,15.39160307023452,3668.8802938602594,5,37,10.421397912137957,2025-01-16 17:20:24.374769
62552.10379580156,18,63.445077714431925,15.226818651463661,3732.3253715746914,5,36,10.309825128595188,2025-01-16 17:22:32.103796
62947.96831960037,59,63.87342316008305,15.329621558419934,3796.1987947347743,5,35,10.379431263513496,2025-01-16 17:29:07.968320
63053.49216950058,86,63.881943982579344,15.331666555819044,3860.0807387173536,5,34,10.380815897169144,2025-01-16 17:30:53.492170
63216.68803274863,77,64.49038733526324,15.477692960463175,3924.571126052617,5,33,10.479687941980277,2025-01-16 17:33:36.688033
63316.45153930023,54,61.94977569539281,14.867946166894274,3986.5209017480097,5,32,10.066838550501332,2025-01-16 17:35:16.451539
63459.47445119317,8,63.01185106886177,15.122844256526825,4049.5327528168714,5,31,10.23942579869004,2025-01-16 17:37:39.474451
63887.31648379256,76,65.23251140223519,15.655802736536447,4114.765264219107,5,30,10.60028310286322,2025-01-16 17:44:47.316484
63963.92342330151,60,63.22439262506439,15.173854230015454,4177.989656844171,5,29,10.273963801572963,2025-01-16 17:46:03.923423
64149.70990163815,73,64.79318533955004,15.550364481492007,4242.782842183721,5,28,10.528892617676881,2025-01-16 17:49:09.709902
64219.91837113511,4,62.740752210755495,15.057780530581319,4305.523594394476,5,27,10.195372234247769,2025-01-16 17:50:19.918371
64367.917408959955,30,63.08631651158221,15.14071596277973,4368.609910906059,5,26,10.25152643313211,2025-01-16 17:52:47.917409
64783.02530106148,51,62.20200119923098,14.928480287815434,4430.81191210529,5,25,10.107825194875034,2025-01-16 17:59:43.025301
64858.69389473207,75,62.136838293788756,14.912841190509301,4492.948750399079,5,24,10.097236222740673,2025-01-16 18:00:58.693895
65052.19943129503,19,62.67288400395015,15.041492160948037,4555.621634403029,5,23,10.1843436506419,2025-01-16 18:04:12.199431
65119.88321147099,44,62.497558356658274,14.999414005597986,4618.119192759687,5,22,10.15585323295697,2025-01-16 18:05:19.883211
65286.811150938665,25,63.8120654151884,15.314895699645216,4681.931258174875,5,21,10.369460629968115,2025-01-16 18:08:06.811151
65699.17659563918,96,63.62161767900659,15.269188242961583,4745.552875853882,5,20,10.338512872838571,2025-01-16 18:14:59.176596
65775.80834736442,92,63.68850365502514,15.285240877206034,4809.241379508907,5,19,10.349381843941584,2025-01-16 18:16:15.808347
65941.9672091497,12,61.78942901768567,14.829462964244561,4871.030808526592,5,18,10.040782215373921,2025-01-16 18:19:01.967209
66019.83624579415,98,62.49673849466425,14.999217238719421,4933.527547021256,5,17,10.15572000538294,2025-01-16 18:20:19.836246
66215.38997531039,85,64.48464058136948,15.476313739528674,4998.012187602626,5,16,10.47875409447254,2025-01-16 18:23:35.389975
66624.93721444337,1,64.28893186140263,15.429343646736633,5062.3011194640285,5,15,10.446951427477927,2025-01-16 18:30:24.937214
66698.66775891259,27,64.08745913528927,15.380990192469424,5126.388578599318,5,14,10.414212109484506,2025-01-16 18:31:38.667759
66851.34982173872,10,63.15157031868233,15.15637687648376,5189.540148918,5,13,10.26213017678588,2025-01-16 18:34:11.349822
66919.78966630207,39,62.49676531304984,14.999223675131962,5252.03691423105,5,12,10.1557243633706,2025-01-16 18:35:19.789666
67124.29131506721,83,63.11814859422384,15.14835566261372,5315.1550628252735,5,11,10.256699146561374,2025-01-16 18:38:44.291315
67559.1015572558,36,64.87252380641803,15.569405713540327,5380.0275866316915,5,10,10.541785118542931,2025-01-16 18:45:59.101557
67610.67617710418,15,63.333917929971136,15.200140303193072,5443.3615045616625,5,9,10.29176166362031,2025-01-16 18:46:50.676177
67766.21729467342,79,63.53246339824327,15.247791215578385,5506.893967959906,5,8,10.324025302214531,2025-01-16 18:49:26.217295
67830.69495982288,26,63.25731205005711,15.181754892013705,5570.151280009964,5,7,10.27931320813428,2025-01-16 18:50:30.694960
68018.87514667882,82,62.123877195250856,14.909730526860207,5632.275157205215,5,6,10.095130044228265,2025-01-16 18:53:38.875147
68472.14879854684,87,63.40605842298916,15.217454021517398,5695.681215628204,5,5,10.30348449373574,2025-01-16 19:01:12.148799
68536.58115693611,7,64.29895693277265,15.431749663865437,5759.980172560977,5,4,10.448580501575556,2025-01-16 19:02:16.581157
68706.20642811447,72,65.27702315562857,15.666485557350857,5825.257195716606,5,3,10.607516262789643,2025-01-16 19:05:06.206428
68737.21080439417,38,62.95248920633939,15.108597409521455,5888.209684922945,5,2,10.229779496030151,2025-01-16 19:05:37.210804
68960.80354956309,99,65.41169464474099,15.698806714737838,5953.621379567686,5,1,10.629400379770411,2025-01-16 19:09:20.803550
69388.93296688446,47,63.66556724566745,15.27973613896019,6017.286946813353,5,0,10.34565467742096,2025-01-16 19:16:28.932967
69473.19991689044,55,65.04296944127307,15.610312665905536,6082.329916254626,4,0,10.569482534206875,2025-01-16 19:17:53.199917
69631.9361044804,11,64.28678308096688,15.428827939432052,6146.616699335594,3,0,10.446602250657119,2025-01-16 19:20:31.936104
69676.64393140831,32,65.23841159820405,15.657218783568972,6211.855110933798,2,0,10.601241884708159,2025-01-16 19:21:16.643931
69892.35388471339,88,64.69099549654887,15.525838919171726,6276.546106430346,1,0,10.512286768189192,2025-01-16 19:24:52.353885
